pub_date,headline,abstract,section,web_url
2006-01-03T05:00:00+0000,russia restores most of gas cut to ukraine line,"faced with mounting criticism from its natural gas customers across western europe, russia on monday restored most of the gas it withheld from ukraine's pipeline system a day earlier in a pricing dispute.     officials of the state-owned russian company, gazprom, presented the decision not as a reversal but as a response to ukraine's ''theft'' of natural gas. but it became clear almost immediately that the driving force in russia's decision was the sharp criticism across europe, including countries like germany that are usually reliable allies.  ",World,https://www.nytimes.com/2006/01/03/world/europe/russia-restores-most-of-gas-cut-to-ukraine-line.html
2006-01-03T05:00:00+0000,"world briefing: africa, asia, americas, middle east, europe",africa.,World,https://www.nytimes.com/2006/01/03/international/world-briefing-africa-asia-americas-middle-east-europe.html
2006-01-03T05:00:00+0000,fed indicates rate rises may be near an end,,Business Day,https://www.nytimes.com/2006/01/03/business/worldbusiness/fed-indicates-rate-rises-may-be-near-an-end.html
2006-01-03T05:00:00+0000,fatah and hamas kick off election campaigns,,World,https://www.nytimes.com/2006/01/03/world/africa/fatah-and-hamas-kick-off-election-campaigns.html
2006-01-03T05:00:00+0000,race for votes beginsin palestinian election,,World,https://www.nytimes.com/2006/01/03/world/africa/race-for-votes-beginsin-palestinian-election.html
2006-01-03T05:00:00+0000,"euro arouses fear, and a little loathing, in citizens of new eu states",,Business Day,https://www.nytimes.com/2006/01/03/business/worldbusiness/euro-arouses-fear-and-a-little-loathing-in-citizens.html
2006-01-03T05:00:00+0000,north says return to talks 'impossible' unless u.s. lifts sanctions,,World,https://www.nytimes.com/2006/01/03/world/asia/north-says-return-to-talks-impossible-unless-us-lifts-sanctions.html
2006-01-03T16:04:58+0000,real estate in two disaster areas, ,Real Estate,https://walkthrough.blogs.nytimes.com/2006/01/03/real-estate-in-two-disaster-areas/
2006-01-03T19:34:52+0000,what bubble?,"this academic paper came out in september, but it certainly still has the power to challenge the bubble crowd. the thesis: there is no real estate bubble.",Real Estate,https://walkthrough.blogs.nytimes.com/2006/01/03/what-bubble/
2006-01-04T05:00:00+0000,world briefing | americas: argentina: foreign debt paid off,"with a transfer of nearly $10 billion, president néstor kirchner has paid off the last of his country's obligations to the international monetary fund and is now free to pursue economic policies more to his own liking. his supporters celebrated by releasing balloons, but some left-wing groups demonstrated against the action, arguing that mr. kirchner should have spent the money on social programs. some economists were also critical, saying it was ill advised to spend more than a third of the country's approximately $28 billion in foreign currency reserves on what they regard as a political gesture.    larry rohter (nyt)  ",World,https://www.nytimes.com/2006/01/04/world/world-briefing-americas-argentina-foreign-debt-paid-off.html
2006-01-04T05:00:00+0000,parent weighs abandoning credit card processing unit,"the recent consolidation among issuers of credit cards has produced winners and losers. first data might be in the latter camp.      one of the two major processors of credit card accounts for banks, first data has in recent years lost some prominent customers to its chief rival, total system services.  ",Business Day,https://www.nytimes.com/2006/01/04/business/parent-weighs-abandoning-credit-card-processing-unit.html
2006-01-04T05:00:00+0000,ukraine concedes it took gas from pipeline but says it had the contractual right,"ukraine conceded tuesday that it had withdrawn natural gas from its pipeline system that russia said was intended for export to europe, but said it had a contractual right to the fuel under an agreement with the central asian nation of turkmenistan.     both russia and turkmenistan export natural gas through russian pipelines to ukraine, which customarily takes some for its own use and ships the rest on to other european countries. but russia cut the flow through the pipeline on sunday, ostensibly in a dispute with ukraine over pricing and transit fees. that set off alarm bells throughout europe during the winter heating season and shook world energy markets' confidence in russia.  ",World,https://www.nytimes.com/2006/01/04/world/europe/ukraine-concedes-it-took-gas-from-pipeline-but-says-it-had-the.html
2006-01-04T05:00:00+0000,china confirms new case of bird flu,,World,https://www.nytimes.com/2006/01/04/world/asia/china-confirms-new-case-of-bird-flu.html
2006-01-04T05:00:00+0000,russia and ukraine reach deal in gas cost dispute,"the solution allowed both nations to claim victory, though russia emerged with its reputation on world energy markets bruised.",World,https://www.nytimes.com/2006/01/04/international/europe/russia-and-ukraine-reach-deal-in-gas-cost-dispute.html
2006-01-04T05:00:00+0000,palestinians campaign for an election that may not be held,"campaigning for palestinian legislative elections opened tuesday despite doubts about whether the vote will actually take place on jan. 25.     with the palestinian president, mahmoud abbas, on a tour of the persian gulf, deputy prime minister nabil shaath cited the late yasir arafat, who died in november 2004, in kicking off the campaign for a riven fatah movement.  ",World,https://www.nytimes.com/2006/01/04/world/middleeast/palestinians-campaign-for-an-election-that-may-not-be-held.html
2006-01-04T05:00:00+0000,"with hu due to visit u.s., china frees journalist",,World,https://www.nytimes.com/2006/01/04/world/asia/with-hu-due-to-visit-us-china-frees-journalist.html
2006-01-04T05:00:00+0000,oil investors parry china's move for foreign energy deals,"china's efforts to secure reliable supplies of foreign energy were dealt a setback by independent shareholders of one of the country's top oil companies.     minority investors at cnooc, a chinese oil company that is publicly listed in hong kong, blocked a proposal over the weekend that would have allowed its government-owned parent to invest in overseas oil and gas reserves, cnooc said on tuesday.  ",Business Day,https://www.nytimes.com/2006/01/04/business/worldbusiness/oil-investors-parry-chinas-move-for-foreign-energy.html
2006-01-04T05:00:00+0000,japanese leader blames china and south korea for bad relations,prime minister junichiro koizumi accused china and south korea of interference in japan's domestic matters.,World,https://www.nytimes.com/2006/01/04/international/asia/japanese-leader-blames-china-and-south-korea-for-bad.html
2006-01-04T05:00:00+0000,chill on china: speculators trim bets on strong yuan,,Business Day,https://www.nytimes.com/2006/01/04/business/worldbusiness/chill-on-china-speculators-trim-bets-on-strong-yuan.html
2006-01-04T05:00:00+0000,"a fed signal cheers investors, sending markets higher","stocks began the year yesterday with their biggest rally since october, sparked by a signal that the federal reserve may soon stop raising interest rates.     prices surged after the fed released minutes of a december meeting where policy makers lifted the benchmark lending rate for the 13th consecutive time. the number of additional increases needed to restrain inflation ''probably would not be large,'' according to the minutes.  ",Business Day,https://www.nytimes.com/2006/01/04/business/a-fed-signal-cheers-investors-sending-markets-higher.html
2006-01-04T05:00:00+0000,fed's notes offer hope of a brake on rates,"the federal reserve has set the stage for ending its 18-month campaign of raising interest rates, but officials signaled on tuesday that they are entering a new period of uncertainty at the same time that alan greenspan prepares to retire as fed chairman.     according to minutes released tuesday from the fed policy committee's meeting in december, officials agreed that they would probably have to push rates only a little higher before stopping.  ",Business Day,https://www.nytimes.com/2006/01/04/business/feds-notes-offer-hope-of-a-brake-on-rates.html
2006-01-04T05:00:00+0000,free flow: opening up the amazon: the good and the bad,,Business Day,https://www.nytimes.com/2006/01/04/business/worldbusiness/free-flow-opening-up-the-amazon-the-good-and-the-bad.html
2006-01-04T05:00:00+0000,palm + microsoft = frankenstein,,Technology,https://www.nytimes.com/2006/01/04/technology/palm-microsoft-frankenstein.html
2006-01-04T05:00:00+0000,world business briefing | asia: china: starbucks wins trademark infringement suit,"the starbucks corporation, the large united states coffee shop chain, won a trademark infringement lawsuit against a chinese company that used a similar name and logo. a shanghai court ordered shanghai xingbake coffee shop to pay starbucks 500,000 yuan ($61,956) in damages, which is believed to be one of the largest awards against a chinese company for trademark infringement. the court also said that shanghai xingbake must stop using the name and logo, which translates to starbucks in english, the company said. this was the second favorable ruling for the company in an international trademark case, a starbucks spokeswoman, lara wyss, said. starbucks, which is based in seattle, won trademark protection in russia in november after an individual there tried to register the starbucks name and logo.  ",Business Day,https://www.nytimes.com/2006/01/04/business/world-business-briefing-asia-china-starbucks-wins-trademark.html
2006-01-04T05:00:00+0000,world business briefing | europe: spain: government open to gas natural-endesa merger,"spain's government remained open to approving gas natural's 22.2 billion euro ($26.1 billion) hostile offer for endesa hours after antitrust regulators at spain's competition court recommended the bid be blocked. ''there are numerous precedents for the government approving deals where the competition tribunal had recommended against it,'' fernando moraleda, the secretary of state for communication, said in a news conference. ''we will defend the interest of spanish industry in a sector which we consider strategic.'' the regulatory majority that agreed to oppose the takeover of endesa, spain's largest power company, included six members appointed by the previous government, which was voted out of office in 2004, mr. moraleda said. the antitrust regulator, based in madrid, recommended against the merger even after receiving a favorable report from its technical staff, mr. moraleda said. the government must rule within a month whether to permit gas natural, a gas provider based in barcelona, to gain 11 million domestic power customers and take over power plants as far away as poland and chile, helping it compensate for a falling share of its domestic gas market.  ",Business Day,https://www.nytimes.com/2006/01/04/business/world-business-briefing-europe-spain-government-open-to-gas.html
2006-01-04T05:00:00+0000,russia and ukraine reach a deal on gas,,Business Day,https://www.nytimes.com/2006/01/04/business/worldbusiness/russia-and-ukraine-reach-a-deal-on-gas.html
2006-01-04T17:13:59+0000,banking on real estate?,"are real estate transactions commercial activities or financial activities?this question is at the heart of a continuing political battle being waged between the banking industry and the national association of realtors. under a proposal by the treasury department and legislation introduced last year by ohio republican michael oxley and massachusetts democrat barney frank, the bank holding company act would be amended to allow financial holding companies and financial subsidiaries of national banks to act as agents for buyers and sellers of property and to list property for sale.the nar vehemently opposes the change and has been successful in blocking it so far. when president bush signed the transportation, treasury and hud spending bill on november 30, 2005, it contained a one year prohibition against the proposal that would allow banking interests to operate real estate brokerage, leasing and property management businesses. the nar says that this is the fourth year the organization has been successful in blocking the changes. the battle between two of washington’s most powerful interest groups promises to continue in 2006. according to campaign finance data from the center for responsive politics, the real estate industry was the fourth largest contributor to members of congress during the 2005-2006 session. commercial banks ranked ninth. — ron nixon ",Real Estate,https://walkthrough.blogs.nytimes.com/2006/01/04/banking-on-real-estate/
2006-01-04T21:39:00+0000,"real estate ethics, honestly","“at least we’re not telemarkers.” that’s what a lot of people in the real estate industry are saying these days. realty times is reporting the results of a new gallup poll which found that while real estate agents might not rank as high as nurses or doctors when it comes to honesty and ethics, they do a lot better than telemarketers, car salesmen and those in the advertising industry. ",Real Estate,https://walkthrough.blogs.nytimes.com/2006/01/04/real-estate-ethics-honestly/
2006-01-05T05:00:00+0000,"speculators turn away from china, making revaluation less pressing","after several years of pouring huge amounts of money into china, speculators have abruptly stopped doing so, reducing somewhat the pressure for the chinese to revalue their currency and helping to bring inflation down surprisingly sharply.     the weakening of attention toward china by international real estate investors and especially by currency traders, economists said, is making it harder for the bush administration to push the authorities in beijing to allow their currency, the yuan, to rise against the dollar.  ",Business Day,https://www.nytimes.com/2006/01/05/business/worldbusiness/speculators-turn-away-from-china-making-revaluation.html
2006-01-05T05:00:00+0000,russia and ukraine reach compromise on natural gas,"ukraine and russia settled their dispute over the price of natural gas wednesday with a deal that allowed both countries to save face, although ukraine walked away with cheaper prices than most of russia's other gas customers.      president vladimir v. putin of russia paid a stiff political price as his country's natural gas company, gazprom, backpedaled on ultimatums of a gas embargo against ukraine under pressure from european leaders who questioned the kremlin's reliability as an energy provider.  ",World,https://www.nytimes.com/2006/01/05/world/europe/russia-and-ukraine-reach-compromise-on-natural-gas.html
2006-01-05T05:00:00+0000,record china sales cheer a limping gm,,Business Day,https://www.nytimes.com/2006/01/05/business/worldbusiness/record-china-sales-cheer-a-limping-gm.html
2006-01-05T05:00:00+0000,china court convicts 3 for property protest,,World,https://www.nytimes.com/2006/01/05/world/asia/china-court-convicts-3-for-property-protest.html
2006-01-05T05:00:00+0000,koizumi blames china and south korea for rift,"prime minister junichiro koizumi squarely blamed china and south korea on wednesday for worsening relations with japan, accusing them of interference in japan's domestic matters.     in a nationally broadcast news conference for the new year, mr. koizumi defended his annual visits to the yasukuni shrine, the memorial to japan's war dead, although the visits have frozen japan's diplomatic relations with its neighbors. the leaders of china and south korea have refused to meet mr. koizumi as a protest over his visits to the shrine, which also honors top-ranked war criminals and is considered a symbol of japanese militarism in asia.  ",World,https://www.nytimes.com/2006/01/05/world/koizumi-blames-china-and-south-korea-for-rift.html
2006-01-05T05:00:00+0000,gates claims to be unfazed by google challenge,,Technology,https://www.nytimes.com/2006/01/05/technology/gates-claims-to-be-unfazed-by-google-challenge.html
2006-01-05T05:00:00+0000,russia-ukraine crisis exposes gaps in eu energy policies,,Business Day,https://www.nytimes.com/2006/01/05/business/worldbusiness/russiaukraine-crisis-exposes-gaps-in-eu-energy.html
2006-01-05T05:00:00+0000,"floyd norris: if history repeats itself, is it time to panic?",,Business Day,https://www.nytimes.com/2006/01/05/business/worldbusiness/floyd-norris-if-history-repeats-itself-is-it-time-to.html
2006-01-05T05:00:00+0000,a buoyant gates shrugs off google rumors,,Technology,https://www.nytimes.com/2006/01/05/technology/a-buoyant-gates-shrugs-off-google-rumors.html
2006-01-05T05:00:00+0000,envoys say gas crisis hurt west's relations with russia,"after a year of increasingly troubled relations with russia, american and european diplomats said wednesday that president vladimir v. putin's decision to withhold natural gas from ukraine's pipelines had further undercut the west's faith in his government's reliability and raised doubts about his ability to lead the group of 8 industrial nations this year.     the diplomats also said the settlement of the dispute between russia and ukraine over natural gas prices was a step forward, but said at least some of its elements were worrisome, particularly that it named a russian company of uncertain ownership as an intermediary in the selling of natural gas to ukraine.  ",World,https://www.nytimes.com/2006/01/05/politics/envoys-say-gas-crisis-hurt-wests-relations-with-russia.html
2006-01-05T18:44:09+0000,apple of someone else’s eye," his ipod may be a mega-success, but steve jobs, the billionaire founder of apple, is still having housing headaches.",Real Estate,https://walkthrough.blogs.nytimes.com/2006/01/05/apple-of-someone-elses-eye/
2006-01-06T05:00:00+0000,"for retirees, more time and risk",,Your Money,https://www.nytimes.com/2006/01/06/your-money/for-retirees-more-time-and-risk.html
2006-01-06T05:00:00+0000,briefs: eu unemployment rate was stable in november,,Business Day,https://www.nytimes.com/2006/01/06/business/worldbusiness/briefs-eu-unemployment-rate-was-stable-in-november.html
2006-01-06T05:00:00+0000,"humbled schwarzenegger apologizes for '05 election, and then proposes a centrist agenda","an uncharacteristically humble gov. arnold schwarzenegger apologized to the voters of california on thursday night and proposed a series of policies that represent a dramatic return to the political center after an ill-fated lurch to the right last year.     in his annual state of the state message, mr. schwarzenegger said he had gone against the people's will by sponsoring a costly special election in november that was widely seen as an effort to punish public employees and democratic lawmakers. the public decisively rejected all four of the governor's initiatives.  ",U.S.,https://www.nytimes.com/2006/01/06/us/humbled-schwarzenegger-apologizes-for-05-election-and-then-proposes-a.html
2006-01-06T05:00:00+0000,let others hit panic button; caviar's served,"under the circumstances, upper lips were admirably stiff at firebird, the russian restaurant in the theater district with prices high enough to give even a czarina the vapors.     the word from moscow the other day was bleak. an international body that keeps a watchful eye on imperiled species had just ordered a worldwide halt to caviar exports.  ",New York,https://www.nytimes.com/2006/01/06/nyregion/let-others-hit-panic-button-caviars-served.html
2006-01-06T05:00:00+0000,quarterly profit up 12% at big wine maker,"constellation brands, the world's largest winemaker, said yesterday that its third-quarter profit rose 12 percent on sales of robert mondavi wines. but the company forecast fourth-quarter earnings below analysts' estimates, sending the shares down 4.5 percent.     net income increased to $109 million, or 46 cents a share, from $96.9 million, or 42 cents, a year earlier, the company said. sales in the period ended nov. 30 gained 15 percent to $1.57 billion. third-quarter earnings beat analysts' estimates.  ",Business Day,https://www.nytimes.com/2006/01/06/business/quarterly-profit-up-12-at-big-wine-maker.html
2006-01-06T05:00:00+0000,getting in early as china cleans up,,Business Day,https://www.nytimes.com/2006/01/06/business/worldbusiness/getting-in-early-as-china-cleans-up.html
2006-01-06T05:00:00+0000,google and yahoo aim at another screen,"two ascending internet giants, google and yahoo, are to make plain today that they intend to move aggressively beyond the internet browser and onto the television screen.      the two companies, already the most popular services for searching and organizing the vast information on the world wide web, want to perform the same function for television, which will increasingly be delivered over the internet.  ",Business Day,https://www.nytimes.com/2006/01/06/technology/google-and-yahoo-aim-at-another-screen.html
2006-01-06T05:00:00+0000,microsoft shuts blog's site after complaints by beijing,microsoft has shut the blog site of a well-known chinese blogger who uses its msn online service in china after he discussed a high-profile newspaper strike that broke out here one week ago.     the decision is the latest in a series of measures in which some of america's biggest technology companies have cooperated with the chinese authorities to censor web sites and curb dissent or free speech online as they seek access to china's booming internet marketplace.  ,Business Day,https://www.nytimes.com/2006/01/06/technology/microsoft-shuts-blogs-site-after-complaints-by-beijing.html
2006-01-06T05:00:00+0000,world briefing | asia: china: prison for businessman in oil well dispute,"feng bingxian, a businessman who had led thousands of investors in a closely watched property rights dispute with the government over the seizure of privately developed oil wells was sentenced to three years in prison by a court in shaanxi province for disturbing the social order. he had pleaded not guilty, saying that the protests were peaceful and that his lawsuit against the state on behalf of 60,000 private oil prospectors, which sought $850 million in damages, followed established legal procedures. the case was widely seen an important test of the chinese government's commitment to private property rights for its citizens, as well as a measure of the state's commitment to the rule of law. mr. feng's brief trial and the sentencing were closed to the public.   howard w. french (nyt)  ",World,https://www.nytimes.com/2006/01/06/world/world-briefing-asia-china-prison-for-businessman-in-oil-well-dispute.html
2006-01-06T05:00:00+0000,take-two profit declines sharply,"take-two interactive software, the video game maker, said yesterday that its fourth-quarter profit fell 80 percent and it projected a loss for the quarter.     profit dropped to 27 cents a share for the quarter ended oct. 31, compared with earnings of $1.36 a share in the year- earlier period, take-two said, calling the figures preliminary. the company said sales fell to $308 million from $438 million in the quarter a year ago.  ",Business Day,https://www.nytimes.com/2006/01/06/business/taketwo-profit-declines-sharply.html
2006-01-06T05:00:00+0000,should fed worry about 99-year cycle?,"call it the 99-year cycle. if it continues, then this year may not be an enjoyable one for investors.     william a. draves, the co-author of ''nine shift,'' a book looking at parallels between the first years of the 20th century and the first years of the 21st century, points out that the stock market over the last nine years resembles the market in the years beginning in 1898.  ",Business Day,https://www.nytimes.com/2006/01/06/business/should-fed-worry-about-99year-cycle.html
2006-01-06T05:00:00+0000,ford's debt is lowered two more steps,"even before ford motor introduces the turnaround plan it is calling the way forward, standard & poor's clearly thinks that it may not be.      s.& p. put ford's debt rating two notches further into junk on thursday, less than a month after a similar move at general motors. it warned that problems at g.m., which s.& p. said might be forced to seek bankruptcy protection, could make a ford comeback more difficult.  ",Business Day,https://www.nytimes.com/2006/01/06/business/fords-debt-is-lowered-two-more-steps.html
2006-01-06T05:00:00+0000,world briefing | europe: bosnia: wife of war crimes suspect killed in raid,"the wife of a bosnian serb war crimes suspect was killed in an exchange of gunfire when european union peacekeeping troops raided their home near the eastern village of rogatica to arrest him, european military officials in bosnia said. the suspect, dragomir abazovic, and the couple's 11-year-old son were wounded. a spokesman for the european union force said the soldiers acted in self-defense.   nicholas wood (iht)  ",World,https://www.nytimes.com/2006/01/06/world/world-briefing-europe-bosnia-wife-of-war-crimes-suspect-killed-in.html
2006-01-07T05:00:00+0000,u.s. and allies court russia and china to help curb iran,"the united states joined with several european allies on friday in a drive to enlist russian and chinese support to apply new pressure on iran to halt its suspected nuclear weapons activities, american and european diplomats said.     the diplomats said the new effort was aimed at stopping iran from resuming ''research'' on enriching uranium on monday, as it had threatened to do, a step that the united states and its european partners have warned could end the possibility of further negotiations.  ",World,https://www.nytimes.com/2006/01/07/politics/us-and-allies-court-russia-and-china-to-help-curb-iran.html
